"No.","Time","Source","Destination","Protocol","Length","Sender IP address","Info"
"47226","6.730185","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=64513 Ack=1 Win=131072 Len=512 TSval=6809 TSecr=6626"
"47333","6.748724","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"47334","6.748850","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=65025 Ack=1 Win=131072 Len=512 TSval=6830 TSecr=6626"
"47335","6.749185","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=65025 Ack=1 Win=131072 Len=512 TSval=6827 TSecr=6620"
"47338","6.749452","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=65025 Ack=1 Win=131072 Len=512 TSval=6830 TSecr=6626"
"47341","6.750354","10.1.2.11","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  49 [ACK] Seq=65025 Ack=1 Win=131072 Len=512 TSval=6828 TSecr=6626"
"47346","6.750997","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=65025 Ack=1 Win=131072 Len=512 TSval=6830 TSecr=6626"
"47368","6.763502","10.1.2.12","10.1.1.2","TCP","626","","[TCP Previous segment not captured] 49153  >  50 [ACK] Seq=12793 Ack=1 Win=32768 Len=536 TSval=6833 TSecr=6547"
"47390","6.769116","10.1.2.11","10.1.1.2","TACACS+","602","","Q: Unknown (0x00)"
"47392","6.769324","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=65537 Ack=1 Win=131072 Len=512 TSval=6847 TSecr=6620"
"47394","6.769432","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=65537 Ack=1 Win=131072 Len=512 TSval=6850 TSecr=6626"
"47565","6.789892","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=66049 Ack=1 Win=131072 Len=512 TSval=6871 TSecr=6626"
"47870","6.810976","10.1.2.5","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  43 [ACK] Seq=66561 Ack=1 Win=131072 Len=512 TSval=6892 TSecr=6746 [TCP segment of a reassembled PDU]"
"47872","6.811057","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=66561 Ack=1 Win=131072 Len=512 TSval=6891 TSecr=6626"
"47968","6.817461","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"48018","6.823395","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=67073 Ack=1 Win=131072 Len=512 TSval=6904 TSecr=6656"
"48110","6.831451","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=67073 Ack=1 Win=131072 Len=512 TSval=6912 TSecr=6626"
"48130","6.833463","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=67073 Ack=1 Win=131072 Len=512 TSval=6912 TSecr=6746 [TCP segment of a reassembled PDU]"
"48136","6.834291","10.1.2.9","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  47 [ACK] Seq=67073 Ack=1 Win=131072 Len=512 TSval=6915 TSecr=6749"
"48142","6.834654","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=67073 Ack=1 Win=131072 Len=512 TSval=6912 TSecr=6626"
"48183","6.836123","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=67073 Ack=1 Win=131072 Len=512 TSval=6912 TSecr=6626"
"48185","6.836536","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"48210","6.842430","10.1.2.13","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 20  >  49164 [ACK] Seq=1 Ack=705689 Win=131072 Len=0 TSval=6919 TSecr=6402"
"48234","6.851856","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=67585 Ack=1 Win=131072 Len=512 TSval=6933 TSecr=6746 [TCP segment of a reassembled PDU]"
"48244","6.852439","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=67585 Ack=1 Win=131072 Len=512 TSval=6932 TSecr=6746"
"48246","6.853988","10.1.2.7","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  45 [ACK] Seq=67585 Ack=1 Win=131072 Len=512 TSval=6934 TSecr=6788"
"48252","6.854967","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=67585 Ack=1 Win=131072 Len=512 TSval=6935 TSecr=6749"
"48286","6.863721","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=68097 Ack=1 Win=131072 Len=512 TSval=6945 TSecr=6779"
"48352","6.879554","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=68097 Ack=1 Win=131072 Len=512 TSval=6956 TSecr=6749"
"48355","6.879852","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=68097 Ack=1 Win=131072 Len=512 TSval=6953 TSecr=6746"
"48357","6.880212","10.1.2.5","10.1.1.2","TCP","602","","49153  >  43 [ACK] Seq=68097 Ack=1 Win=131072 Len=512 TSval=6953 TSecr=6746 [TCP segment of a reassembled PDU]"
"48359","6.880464","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"48426","6.882018","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=68097 Ack=1 Win=131072 Len=512 TSval=6955 TSecr=6788"
"48434","6.884175","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=68609 Ack=1 Win=131072 Len=512 TSval=6966 TSecr=6779"
"48514","6.891537","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=68609 Ack=1 Win=131072 Len=512 TSval=6973 TSecr=6746"
"48515","6.891829","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=68609 Ack=1 Win=131072 Len=512 TSval=6973 TSecr=6746"
"48516","6.892355","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=68609 Ack=1 Win=131072 Len=512 TSval=6973 TSecr=6746"
"48517","6.893123","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=68609 Ack=1 Win=131072 Len=512 TSval=6973 TSecr=6746"
"48518","6.895358","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=68609 Ack=1 Win=131072 Len=512 TSval=6973 TSecr=6746"
"48520","6.895760","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=68609 Ack=1 Win=131072 Len=512 TSval=6976 TSecr=6749"
"48522","6.896093","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=68609 Ack=1 Win=131072 Len=512 TSval=6975 TSecr=6788"
"48524","6.898007","10.1.2.5","10.1.1.2","WHOIS","602","","Query: "
"48527","6.898373","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"48559","6.905159","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=68609 Ack=1 Win=131072 Len=512 TSval=6973 TSecr=6746"
"48561","6.905553","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=69121 Ack=1 Win=131072 Len=512 TSval=6986 TSecr=6779"
"48621","6.916809","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=69121 Ack=1 Win=131072 Len=512 TSval=6995 TSecr=6788"
"48623","6.916908","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=69121 Ack=1 Win=131072 Len=512 TSval=6994 TSecr=6746"
"48657","6.922893","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"48691","6.928924","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=69633 Ack=1 Win=131072 Len=512 TSval=7007 TSecr=6779"
"48754","6.940585","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=69633 Ack=1 Win=131072 Len=512 TSval=7014 TSecr=6746"
"48756","6.940918","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=69633 Ack=1 Win=131072 Len=512 TSval=7016 TSecr=6788"
"48758","6.941170","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"48796","6.947895","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=70145 Ack=1 Win=131072 Len=512 TSval=7027 TSecr=6779"
"48835","6.955560","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=70145 Ack=1 Win=131072 Len=512 TSval=7035 TSecr=6746"
"48838","6.961390","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=70145 Ack=1 Win=131072 Len=512 TSval=7035 TSecr=6746"
"48850","6.968207","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=70657 Ack=1 Win=131072 Len=512 TSval=7048 TSecr=6779"
"48901","6.974086","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=70657 Ack=1 Win=131072 Len=512 TSval=7055 TSecr=6746"
"49090","6.989279","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"49094","6.989658","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=71169 Ack=1 Win=131072 Len=512 TSval=7071 TSecr=6826"
"49101","6.990359","10.1.2.13","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  51 [ACK] Seq=71169 Ack=1 Win=131072 Len=512 TSval=7071 TSecr=6912"
"49287","7.006923","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=71169 Ack=1 Win=131072 Len=512 TSval=7076 TSecr=6951"
"49307","7.009039","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=71681 Ack=1 Win=131072 Len=512 TSval=7089 TSecr=6826"
"49317","7.014315","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=71681 Ack=1 Win=131072 Len=512 TSval=7092 TSecr=6912"
"49319","7.014523","10.1.2.17","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  55 [ACK] Seq=71681 Ack=1 Win=131072 Len=512 TSval=7093 TSecr=6951"
"49363","7.020110","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=71681 Ack=1 Win=131072 Len=512 TSval=7096 TSecr=6951"
"49371","7.020839","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"49373","7.021028","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=71681 Ack=1 Win=131072 Len=512 TSval=7096 TSecr=6951"
"49455","7.035322","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=72193 Ack=1 Win=131072 Len=512 TSval=7117 TSecr=6951"
"49457","7.037481","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=72193 Ack=1 Win=131072 Len=512 TSval=7114 TSecr=6951"
"49459","7.040552","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=72193 Ack=1 Win=131072 Len=512 TSval=7112 TSecr=6912"
"49651","7.054593","10.1.2.13","10.1.1.2","TCP","602","","49153  >  51 [ACK] Seq=72705 Ack=1 Win=131072 Len=512 TSval=7133 TSecr=6912"
"49734","7.060081","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=72705 Ack=1 Win=131072 Len=512 TSval=7137 TSecr=6951"
"49736","7.060406","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=72705 Ack=1 Win=131072 Len=512 TSval=7134 TSecr=6951"
"49804","7.066914","10.1.2.9","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  47 [ACK] Seq=72705 Ack=1 Win=131072 Len=512 TSval=7140 TSecr=7006"
"49806","7.067148","10.1.2.15","10.1.1.2","DNS","602","","[TCP Previous segment not captured] [Malformed Packet]"
"49965","7.080378","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=73217 Ack=1 Win=131072 Len=512 TSval=7161 TSecr=7006"
"49967","7.080477","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=73217 Ack=1 Win=131072 Len=512 TSval=7158 TSecr=7034"
"50027","7.084329","10.1.2.18","10.1.1.2","TCP","98","","[TCP ACKed unseen segment] 25  >  49169 [ACK] Seq=1 Ack=314633 Win=131072 Len=0 TSval=6833 TSecr=6348 SLE=315169 SRE=318385"
"50029","7.084536","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"50031","7.084798","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=73217 Ack=1 Win=131072 Len=512 TSval=7155 TSecr=6951"
"50080","7.092778","10.1.2.21","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  59 [ACK] Seq=73729 Ack=1 Win=131072 Len=512 TSval=7171 TSecr=7044"
"50085","7.093505","10.1.2.17","10.1.1.2","TCP","602","","49153  >  55 [ACK] Seq=73729 Ack=1 Win=131072 Len=512 TSval=7175 TSecr=6951"
"50099","7.096460","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=73729 Ack=1 Win=131072 Len=512 TSval=7178 TSecr=7034"
"50108","7.098160","10.1.2.11","10.1.1.2","TACACS+","602","","[TCP Previous segment not captured] Q: Unknown (0x00)"
"50113","7.099733","10.1.2.7","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  45 [ACK] Seq=73729 Ack=1 Win=131072 Len=512 TSval=7180 TSecr=7036"
"50116","7.100022","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=73729 Ack=1 Win=131072 Len=512 TSval=7181 TSecr=7006"
"50118","7.101876","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"50168","7.115838","10.1.2.21","10.1.1.2","TCP","602","","49153  >  59 [ACK] Seq=74241 Ack=1 Win=131072 Len=512 TSval=7191 TSecr=7044"
"50179","7.117568","10.1.2.3","10.1.1.2","TCP","602","","49153  >  41 [ACK] Seq=74241 Ack=1 Win=131072 Len=512 TSval=7198 TSecr=7034"
"50189","7.118761","10.1.2.7","10.1.1.2","TCP","602","","49153  >  45 [ACK] Seq=74241 Ack=1 Win=131072 Len=512 TSval=7200 TSecr=7036"
"50191","7.122041","10.1.2.9","10.1.1.2","TCP","602","","49153  >  47 [ACK] Seq=74241 Ack=1 Win=131072 Len=512 TSval=7202 TSecr=7006"
"50193","7.122356","10.1.2.15","10.1.1.2","DNS","602","","[Malformed Packet]"
"50619","7.173004","10.1.2.4","10.1.1.2","WINS-Replication","602","","[TCP Previous segment not captured] [Malformed Packet]"
"50724","7.186709","10.1.2.20","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  58 [ACK] Seq=23553 Ack=1 Win=32768 Len=512 TSval=7266 TSecr=6945"
"50813","7.198902","10.1.2.2","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  40 [ACK] Seq=25089 Ack=1 Win=32768 Len=512 TSval=7277 TSecr=6596"
"51241","7.237187","10.1.2.20","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  58 [ACK] Seq=24577 Ack=1 Win=32768 Len=512 TSval=7307 TSecr=6945"
"51268","7.248783","10.1.2.9","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 16  >  49160 [ACK] Seq=1 Ack=816417 Win=131072 Len=0 TSval=7328 TSecr=7006"
"51272","7.249942","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=25089 Ack=1 Win=32768 Len=512 TSval=7327 TSecr=6945"
"51550","7.269139","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=25601 Ack=1 Win=32768 Len=512 TSval=7348 TSecr=6945"
"51572","7.272314","10.1.2.19","10.1.1.2","TCP","626","","[TCP Previous segment not captured] 49153  >  57 [ACK] Seq=70161 Ack=1 Win=131072 Len=536 TSval=7354 TSecr=7242"
"51890","7.310519","10.1.2.20","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  58 [ACK] Seq=26625 Ack=1 Win=32768 Len=512 TSval=7389 TSecr=6945"
"51922","7.316613","10.1.2.8","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  46 [ACK] Seq=24577 Ack=1 Win=131072 Len=512 TSval=7393 TSecr=7053"
"51925","7.317616","10.1.2.4","10.1.1.2","WINS-Replication","602","","[TCP Previous segment not captured] [Malformed Packet]"
"51930","7.319289","10.1.2.8","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  46 [ACK] Seq=24577 Ack=1 Win=131072 Len=512 TSval=7393 TSecr=7053"
"52013","7.330323","10.1.2.16","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  54 [ACK] Seq=25601 Ack=1 Win=131072 Len=512 TSval=7404 TSecr=6993"
"52020","7.332128","10.1.2.8","10.1.1.2","TCP","602","","49153  >  46 [ACK] Seq=25089 Ack=1 Win=131072 Len=512 TSval=7413 TSecr=7053"
"52022","7.333445","10.1.2.18","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  56 [ACK] Seq=27649 Ack=1 Win=131072 Len=512 TSval=7415 TSecr=7265"
"52024","7.334710","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"52026","7.335585","10.1.2.4","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  42 [ACK] Seq=28673 Ack=1 Win=131072 Len=512 TSval=7416 TSecr=7001"
"52039","7.339947","10.1.2.19","10.1.1.2","TCP","114","","[TCP ACKed unseen segment] 26  >  49170 [ACK] Seq=1 Ack=641849 Win=131072 Len=0 TSval=7421 TSecr=7269 SLE=747545 SRE=749689 SLE=745401 SRE=745937 SLE=760321 SRE=764929"
"52070","7.346791","10.1.2.3","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  41 [ACK] Seq=74241 Ack=1 Win=131072 Len=512 TSval=7422 TSecr=7278"
"52079","7.348570","10.1.2.16","10.1.1.2","TCP","602","","49153  >  54 [ACK] Seq=26113 Ack=1 Win=131072 Len=512 TSval=7424 TSecr=6993"
"52081","7.349468","10.1.2.20","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  58 [ACK] Seq=27649 Ack=1 Win=32768 Len=512 TSval=7430 TSecr=6945"
"52097","7.351916","10.1.2.4","10.1.1.2","TCP","90","","11  >  49155 [ACK] Seq=1 Ack=83081 Win=32768 Len=0 TSval=7433 TSecr=7281"
"52111","7.354238","10.1.2.13","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 20  >  49164 [ACK] Seq=1 Ack=804313 Win=131072 Len=0 TSval=7435 TSecr=7171"
"52149","7.371491","10.1.2.18","10.1.1.2","TCP","602","","49153  >  56 [ACK] Seq=28161 Ack=1 Win=131072 Len=512 TSval=7435 TSecr=7265"
"52162","7.375673","10.1.2.4","10.1.1.2","WINS-Replication","602","","[TCP Previous segment not captured] [Malformed Packet]"
"52225","7.389764","10.1.2.20","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  58 [ACK] Seq=28673 Ack=1 Win=32768 Len=512 TSval=7471 TSecr=6945"
"52237","7.396636","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"52270","7.403557","10.1.2.4","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  42 [ACK] Seq=30209 Ack=1 Win=131072 Len=512 TSval=7477 TSecr=7001"
"52272","7.404549","10.1.2.4","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  42 [ACK] Seq=30209 Ack=1 Win=131072 Len=512 TSval=7477 TSecr=7001"
"52308","7.412777","10.1.2.18","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  56 [ACK] Seq=29185 Ack=1 Win=131072 Len=512 TSval=7476 TSecr=7265"
"52342","7.419983","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"52403","7.432438","10.1.2.20","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  58 [ACK] Seq=29697 Ack=1 Win=32768 Len=512 TSval=7512 TSecr=6945"
"52413","7.439146","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"52455","7.451383","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=30209 Ack=1 Win=32768 Len=512 TSval=7532 TSecr=6945"
"52490","7.463719","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"52493","7.464011","10.1.2.9","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 16  >  49160 [ACK] Seq=1 Ack=868409 Win=131072 Len=0 TSval=7541 TSecr=7228"
"52495","7.465125","10.1.2.4","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  42 [ACK] Seq=31745 Ack=1 Win=131072 Len=512 TSval=7538 TSecr=7001"
"52506","7.470501","10.1.2.15","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 22  >  49166 [ACK] Seq=1 Ack=754833 Win=131072 Len=0 TSval=7550 TSecr=7237"
"52508","7.478070","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"52510","7.478279","10.1.2.15","10.1.1.2","TCP","90","","[TCP Dup ACK 52506#1] 22  >  49166 [ACK] Seq=1 Ack=754833 Win=131072 Len=0 TSval=7550 TSecr=7237"
"52561","7.488950","10.1.2.7","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 14  >  49158 [ACK] Seq=1 Ack=857097 Win=131072 Len=0 TSval=7569 TSecr=7263"
"52565","7.490529","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=30721 Ack=1 Win=32768 Len=512 TSval=7553 TSecr=6945"
"52654","7.507017","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=31233 Ack=1 Win=32768 Len=512 TSval=7573 TSecr=6945"
"52658","7.508153","10.1.2.4","10.1.1.2","WINS-Replication","602","","[Malformed Packet]"
"52817","7.537891","10.1.2.20","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  58 [ACK] Seq=32257 Ack=1 Win=32768 Len=512 TSval=7614 TSecr=6945"
"52822","7.539375","10.1.2.4","10.1.1.2","WINS-Replication","602","","[TCP Previous segment not captured] [Malformed Packet]"
"52846","7.542651","10.1.2.4","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  42 [ACK] Seq=33793 Ack=1 Win=131072 Len=512 TSval=7620 TSecr=7001"
"52940","7.557436","10.1.2.13","10.1.1.2","TCP","90","","[TCP ACKed unseen segment] 20  >  49164 [ACK] Seq=1 Ack=804849 Win=131072 Len=0 TSval=7635 TSecr=7285"
"52991","7.564274","10.1.2.18","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  56 [ACK] Seq=33281 Ack=1 Win=131072 Len=512 TSval=7640 TSecr=7265"
"53060","7.568351","10.1.2.18","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  56 [ACK] Seq=33281 Ack=1 Win=131072 Len=512 TSval=7640 TSecr=7265"
"53069","7.569566","10.1.2.8","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  46 [ACK] Seq=30721 Ack=1 Win=131072 Len=512 TSval=7639 TSecr=7053"
"53071","7.570168","10.1.2.18","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  56 [ACK] Seq=33281 Ack=1 Win=131072 Len=512 TSval=7640 TSecr=7265"
"53072","7.571592","10.1.2.10","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  48 [ACK] Seq=29185 Ack=1 Win=32768 Len=512 TSval=7652 TSecr=7314"
"53074","7.572248","10.1.2.18","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  56 [ACK] Seq=33281 Ack=1 Win=131072 Len=512 TSval=7640 TSecr=7265"
"53076","7.573264","10.1.2.18","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  56 [ACK] Seq=33281 Ack=1 Win=131072 Len=512 TSval=7640 TSecr=7265"
"53079","7.575230","10.1.2.20","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  58 [ACK] Seq=33281 Ack=1 Win=32768 Len=512 TSval=7655 TSecr=6945"
"53082","7.577862","10.1.2.8","10.1.1.2","TCP","602","","49153  >  46 [ACK] Seq=31233 Ack=1 Win=131072 Len=512 TSval=7659 TSecr=7053"
"53084","7.578136","10.1.2.8","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  46 [ACK] Seq=31233 Ack=1 Win=131072 Len=512 TSval=7659 TSecr=7053"
"53085","7.578812","10.1.2.8","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  46 [ACK] Seq=31233 Ack=1 Win=131072 Len=512 TSval=7659 TSecr=7053"
"53091","7.580987","10.1.2.8","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  46 [ACK] Seq=31233 Ack=1 Win=131072 Len=512 TSval=7659 TSecr=7053"
"53107","7.588815","10.1.2.16","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  54 [ACK] Seq=32257 Ack=1 Win=131072 Len=512 TSval=7670 TSecr=6993"
"53143","7.595097","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=33793 Ack=1 Win=32768 Len=512 TSval=7675 TSecr=6945"
"53145","7.595497","10.1.2.10","10.1.1.2","TCP","602","","49153  >  48 [ACK] Seq=29697 Ack=1 Win=32768 Len=512 TSval=7673 TSecr=7314"
"53203","7.607580","10.1.2.4","10.1.1.2","WINS-Replication","602","","[TCP Previous segment not captured] [Malformed Packet]"
"53204","7.609545","10.1.2.16","10.1.1.2","TCP","602","","49153  >  54 [ACK] Seq=32769 Ack=1 Win=131072 Len=512 TSval=7691 TSecr=7491"
"53206","7.609761","10.1.2.2","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  40 [ACK] Seq=35329 Ack=1 Win=32768 Len=512 TSval=7687 TSecr=6596"
"53207","7.609980","10.1.2.18","10.1.1.2","TCP","602","","[TCP Previous segment not captured] 49153  >  56 [ACK] Seq=34305 Ack=1 Win=131072 Len=512 TSval=7681 TSecr=7265"
"53208","7.610187","10.1.2.8","10.1.1.2","TCP","602","","49153  >  46 [ACK] Seq=31745 Ack=1 Win=131072 Len=512 TSval=7680 TSecr=7053"
"53211","7.611309","10.1.2.4","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  42 [ACK] Seq=35329 Ack=1 Win=131072 Len=512 TSval=7682 TSecr=7001"
"53227","7.612638","10.1.2.10","10.1.1.2","TCP","602","","49153  >  48 [ACK] Seq=30209 Ack=1 Win=32768 Len=512 TSval=7693 TSecr=7314"
"53229","7.613557","10.1.2.8","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  46 [ACK] Seq=31745 Ack=1 Win=131072 Len=512 TSval=7680 TSecr=7053"
"53232","7.615043","10.1.2.20","10.1.1.2","TCP","602","","49153  >  58 [ACK] Seq=34305 Ack=1 Win=32768 Len=512 TSval=7696 TSecr=6945"
"53234","7.615599","10.1.2.2","10.1.1.2","TCP","602","","[TCP Retransmission] 49153  >  40 [ACK] Seq=35329 Ack=1 Win=32768 Len=512 TSval=7687 TSecr=6596"
