"No.","Time","Source","Destination","Protocol","Length","Antenna signal","Data rate (Mb/s)","SSID","Signal strength (dBm)","Info"
"230","36.222649268","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-72 dBm,-72 dBm,-79 dBm","6","""GUEST-N""","-79 dBm","Beacon frame, SN=1122, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"231","39.630192043","AristaNetwor_c5:53:60","Broadcast","802.11","437","-82 dBm,-82 dBm,-88 dBm","12","""LAPTOP-S""","-88 dBm","Beacon frame, SN=1159, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"232","39.630474277","AristaNetwor_c5:53:61","Broadcast","802.11","437","-81 dBm,-81 dBm,-87 dBm","12","""MOBILE-S""","-87 dBm","Beacon frame, SN=4009, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"233","39.631024730","AristaNetwor_c5:53:62","Broadcast","802.11","436","-81 dBm,-81 dBm,-87 dBm","6","""GUEST-N""","-87 dBm","Beacon frame, SN=4059, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"234","39.732677931","AristaNetwor_c5:53:60","Broadcast","802.11","437","-82 dBm,-82 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame, SN=1160, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"235","39.732982931","AristaNetwor_c5:53:61","Broadcast","802.11","437","-83 dBm,-83 dBm,-89 dBm","12","""MOBILE-S""","-89 dBm","Beacon frame, SN=4010, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"236","39.733499173","AristaNetwor_c5:53:62","Broadcast","802.11","436","-83 dBm,-83 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=4060, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"237","39.835057820","AristaNetwor_c5:53:60","Broadcast","802.11","437","-84 dBm,-84 dBm,-89 dBm","12","""LAPTOP-S""","-89 dBm","Beacon frame, SN=1161, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"238","39.835350362","AristaNetwor_c5:53:61","Broadcast","802.11","437","-83 dBm,-83 dBm,-90 dBm","12","""MOBILE-S""","-90 dBm","Beacon frame, SN=4011, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"239","39.835892076","AristaNetwor_c5:53:62","Broadcast","802.11","436","-83 dBm,-83 dBm,-88 dBm","6","""GUEST-N""","-88 dBm","Beacon frame, SN=4061, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"240","39.841623286","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-89 dBm,-89 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=3134, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"241","39.908795112","AristaNetwor_c5:4b:b0","Broadcast","802.11","435","-71 dBm,-71 dBm","12","""LAPTOP-S""","-71 dBm","Beacon frame, SN=2610, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"242","39.909051710","AristaNetwor_c5:4b:b1","Broadcast","802.11","435","-71 dBm,-71 dBm","12","""MOBILE-S""","-71 dBm","Beacon frame, SN=3480, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"243","39.909742651","AristaNetwor_c5:4b:b2","Broadcast","802.11","434","-71 dBm,-71 dBm","6","""GUEST-N""","-71 dBm","Beacon frame, SN=1158, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"244","39.982580923","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-44 dBm,-44 dBm,-66 dBm","1","""badabing""","-66 dBm","Beacon frame, SN=2692, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"245","39.986074068","42:5e:87:53:a3:0c","Broadcast","802.11","344","-90 dBm,-92 dBm,-90 dBm","1","""5G""","-90 dBm","Beacon frame, SN=698, FN=0, Flags=........C, BI=100, SSID=""5G"""
"246","40.010659523","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-71 dBm,-71 dBm,-79 dBm","12","""LAPTOP-S""","-79 dBm","Beacon frame, SN=2611, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"247","40.010965071","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-71 dBm,-71 dBm,-79 dBm","12","""MOBILE-S""","-79 dBm","Beacon frame, SN=3481, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"248","40.011513565","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-71 dBm,-71 dBm,-79 dBm","6","""GUEST-N""","-79 dBm","Beacon frame, SN=1159, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"249","40.041320903","42:40:0c:27:31:b0","Broadcast","802.11","260","-88 dBm,-88 dBm,-91 dBm","1","""MKR-new""","-91 dBm","Beacon frame, SN=1694, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"250","40.084937442","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-45 dBm,-45 dBm,-67 dBm","1","""badabing""","-67 dBm","Beacon frame, SN=2693, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"251","40.113092616","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-71 dBm,-71 dBm,-80 dBm","12","""LAPTOP-S""","-80 dBm","Beacon frame, SN=2612, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"252","40.113369160","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-71 dBm,-71 dBm,-80 dBm","12","""MOBILE-S""","-80 dBm","Beacon frame, SN=3482, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"253","40.113900906","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-71 dBm,-71 dBm,-80 dBm","6","""GUEST-N""","-80 dBm","Beacon frame, SN=1160, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"254","40.487839897","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-87 dBm,-87 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame, SN=2913, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"255","40.692636946","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-87 dBm,-87 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame, SN=2915, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"256","40.692940828","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-86 dBm,-86 dBm,-90 dBm","12","""MOBILE-S""","-90 dBm","Beacon frame, SN=121, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"257","40.693459958","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-87 dBm,-87 dBm,-92 dBm","6","""GUEST-N""","-92 dBm","Beacon frame, SN=2670, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"258","40.801993078","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-44 dBm,-44 dBm,-67 dBm","1","""badabing""","-67 dBm","Beacon frame, SN=2700, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"259","43.624857357","AristaNetwor_c5:53:60","Broadcast","802.11","437","-85 dBm,-85 dBm,-87 dBm","12","""LAPTOP-S""","-87 dBm","Beacon frame, SN=1198, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"260","43.624879453","AristaNetwor_c5:53:61","Broadcast","802.11","437","-85 dBm,-85 dBm,-87 dBm","12","""MOBILE-S""","-87 dBm","Beacon frame, SN=4048, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"261","43.624886844","AristaNetwor_c5:53:62","Broadcast","802.11","436","-86 dBm,-86 dBm,-87 dBm","6","""GUEST-N""","-87 dBm","Beacon frame, SN=2, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"262","43.630926875","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-88 dBm,-88 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=3171, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"263","43.727269558","AristaNetwor_c5:53:60","Broadcast","802.11","437","-87 dBm,-87 dBm,-87 dBm","12","""LAPTOP-S""","-87 dBm","Beacon frame, SN=1199, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"264","43.727293576","AristaNetwor_c5:53:61","Broadcast","802.11","437","-87 dBm,-87 dBm,-87 dBm","12","""MOBILE-S""","-87 dBm","Beacon frame, SN=4049, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"265","43.727300459","AristaNetwor_c5:53:62","Broadcast","802.11","436","-86 dBm,-86 dBm,-87 dBm","6","""GUEST-N""","-87 dBm","Beacon frame, SN=3, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"266","43.732536690","AristaNetwor_c5:4d:60","Broadcast","802.11","437","-88 dBm,-88 dBm,-89 dBm","12","""LAPTOP-S""","-89 dBm","Beacon frame, SN=1678, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"267","43.733260706","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-87 dBm,-87 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=3172, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"268","43.875118293","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-43 dBm,-43 dBm,-55 dBm","1","""badabing""","-55 dBm","Beacon frame, SN=2730, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"269","43.902153176","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-71 dBm,-71 dBm,-78 dBm","12","""LAPTOP-S""","-78 dBm","Beacon frame, SN=2649, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"270","43.902460934","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-71 dBm,-71 dBm,-78 dBm","12","""MOBILE-S""","-78 dBm","Beacon frame, SN=3519, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"271","43.902985917","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-71 dBm,-71 dBm,-79 dBm","6","""GUEST-N""","-79 dBm","Beacon frame, SN=1197, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"272","43.936053525","42:40:0c:27:31:b0","Broadcast","802.11","260","-87 dBm,-91 dBm,-87 dBm","1","""MKR-new""","-87 dBm","Beacon frame, SN=1732, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"273","44.004915043","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-71 dBm,-71 dBm,-78 dBm","12","""LAPTOP-S""","-78 dBm","Beacon frame, SN=2650, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"274","44.005283264","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-71 dBm,-71 dBm,-78 dBm","12","""MOBILE-S""","-78 dBm","Beacon frame, SN=3520, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"275","44.005774021","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-71 dBm,-71 dBm,-78 dBm","6","""GUEST-N""","-78 dBm","Beacon frame, SN=1198, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"276","44.011811641","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-46 dBm,-46 dBm,-59 dBm","1","""badabing""","-59 dBm","Beacon frame, SN=2731, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"277","44.033977459","42:40:0c:27:31:b0","Broadcast","802.11","260","-88 dBm,-90 dBm,-88 dBm","1","""MKR-new""","-88 dBm","Beacon frame, SN=1733, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"278","44.079448712","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-44 dBm,-44 dBm,-55 dBm","1","""badabing""","-55 dBm","Beacon frame, SN=2732, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"279","44.106884417","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-70 dBm,-70 dBm,-78 dBm","12","""LAPTOP-S""","-78 dBm","Beacon frame, SN=2651, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"280","44.107149777","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-70 dBm,-70 dBm,-78 dBm","12","""MOBILE-S""","-78 dBm","Beacon frame, SN=3521, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"281","44.107698688","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-71 dBm,-71 dBm,-78 dBm","6","""GUEST-N""","-78 dBm","Beacon frame, SN=1199, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"282","44.482038827","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-86 dBm,-86 dBm,-91 dBm","12","""MOBILE-S""","-91 dBm","Beacon frame, SN=158, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"283","44.482745374","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-86 dBm,-86 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2707, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"284","44.584037156","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-86 dBm,-86 dBm,-92 dBm","12","""LAPTOP-S""","-92 dBm","Beacon frame, SN=2953, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"285","44.584340177","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-86 dBm,-86 dBm,-92 dBm","12","""MOBILE-S""","-92 dBm","Beacon frame, SN=159, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"286","44.584880608","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-86 dBm,-86 dBm,-91 dBm","6","""GUEST-N""","-91 dBm","Beacon frame, SN=2708, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"287","47.721030427","AristaNetwor_c5:53:60","Broadcast","802.11","437","-85 dBm,-85 dBm,-87 dBm","12","""LAPTOP-S""","-87 dBm","Beacon frame, SN=1238, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"288","47.721056502","AristaNetwor_c5:53:61","Broadcast","802.11","437","-85 dBm,-85 dBm,-87 dBm","12","""MOBILE-S""","-87 dBm","Beacon frame, SN=4088, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"289","47.721060411","AristaNetwor_c5:53:62","Broadcast","802.11","436","-85 dBm,-85 dBm,-86 dBm","6","""GUEST-N""","-86 dBm","Beacon frame, SN=42, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"290","47.726832671","AristaNetwor_c5:4d:60","Broadcast","802.11","437","-87 dBm,-87 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame, SN=1717, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"291","47.726857469","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-87 dBm,-87 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=3211, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"292","47.824329539","AristaNetwor_c5:53:62","Broadcast","802.11","436","-86 dBm,-86 dBm,-87 dBm","6","""GUEST-N""","-87 dBm","Beacon frame, SN=43, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"293","47.996290302","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-42 dBm,-42 dBm,-56 dBm","1","""badabing""","-56 dBm","Beacon frame, SN=2770, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"294","48.028498976","42:40:0c:27:31:b0","Broadcast","802.11","260","-87 dBm,-87 dBm,-89 dBm","1","""MKR-new""","-89 dBm","Beacon frame, SN=1772, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"295","48.072584172","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-45 dBm,-45 dBm,-58 dBm","1","""badabing""","-58 dBm","Beacon frame, SN=2771, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"296","48.130595634","42:40:0c:27:31:b0","Broadcast","802.11","260","-86 dBm,-86 dBm,-87 dBm","1","""MKR-new""","-87 dBm","Beacon frame, SN=1773, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"297","48.175214979","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-44 dBm,-44 dBm,-57 dBm","1","""badabing""","-57 dBm","Beacon frame, SN=2772, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"298","48.578975474","AristaNetwor_78:bd:b0","Broadcast","802.11","437","-86 dBm,-86 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame, SN=2992, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"299","48.579810893","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-86 dBm,-86 dBm,-91 dBm","6","""GUEST-N""","-91 dBm","Beacon frame, SN=2747, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"300","48.681410808","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-86 dBm,-86 dBm,-91 dBm","12","""MOBILE-S""","-91 dBm","Beacon frame, SN=199, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"301","48.789364445","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-42 dBm,-42 dBm,-55 dBm","1","""badabing""","-55 dBm","Beacon frame, SN=2778, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"302","51.721736218","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-87 dBm,-87 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=3249, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"303","51.817204680","AristaNetwor_c5:53:60","Broadcast","802.11","437","-83 dBm,-83 dBm,-86 dBm","12","""LAPTOP-S""","-86 dBm","Beacon frame, SN=1278, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"304","51.817230653","AristaNetwor_c5:53:61","Broadcast","802.11","437","-82 dBm,-82 dBm,-86 dBm","12","""MOBILE-S""","-86 dBm","Beacon frame, SN=32, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"305","51.817234900","AristaNetwor_c5:53:62","Broadcast","802.11","436","-83 dBm,-83 dBm,-86 dBm","6","""GUEST-N""","-86 dBm","Beacon frame, SN=82, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"306","51.823804710","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-87 dBm,-87 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=3250, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"307","51.918820735","AristaNetwor_c5:53:60","Broadcast","802.11","437","-83 dBm,-83 dBm,-86 dBm","12","""LAPTOP-S""","-86 dBm","Beacon frame, SN=1279, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"308","51.919106810","AristaNetwor_c5:53:61","Broadcast","802.11","437","-83 dBm,-83 dBm,-87 dBm","12","""MOBILE-S""","-87 dBm","Beacon frame, SN=33, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"309","51.920008180","AristaNetwor_c5:53:62","Broadcast","802.11","436","-85 dBm,-85 dBm,-85 dBm","6","""GUEST-N""","-85 dBm","Beacon frame, SN=83, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"310","51.924823615","AristaNetwor_c5:4d:61","Broadcast","802.11","437","-86 dBm,-86 dBm,-89 dBm","12","""MOBILE-S""","-89 dBm","Beacon frame, SN=3005, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"311","51.925305847","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-86 dBm,-86 dBm,-88 dBm","6","""GUEST-N""","-88 dBm","Beacon frame, SN=3251, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"312","52.066314514","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-45 dBm,-45 dBm,-53 dBm","1","""badabing""","-53 dBm","Beacon frame, SN=2810, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"313","52.094536471","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-71 dBm,-71 dBm,-80 dBm","12","""LAPTOP-S""","-80 dBm","Beacon frame, SN=2729, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"314","52.094784424","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-71 dBm,-71 dBm,-80 dBm","12","""MOBILE-S""","-80 dBm","Beacon frame, SN=3598, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"315","52.095359341","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-71 dBm,-71 dBm,-80 dBm","6","""GUEST-N""","-80 dBm","Beacon frame, SN=1275, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"316","52.168999147","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-43 dBm,-43 dBm,-56 dBm","1","""badabing""","-56 dBm","Beacon frame, SN=2811, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"317","52.197192991","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-73 dBm,-73 dBm,-79 dBm","12","""LAPTOP-S""","-79 dBm","Beacon frame, SN=2730, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"318","52.197221708","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-73 dBm,-73 dBm,-79 dBm","12","""MOBILE-S""","-79 dBm","Beacon frame, SN=3599, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"319","52.197982138","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-73 dBm,-73 dBm,-78 dBm","6","""GUEST-N""","-78 dBm","Beacon frame, SN=1276, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"320","52.776970157","AristaNetwor_78:bd:b1","Broadcast","802.11","437","-86 dBm,-86 dBm,-93 dBm","12","""MOBILE-S""","-93 dBm","Beacon frame, SN=239, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"321","52.777542085","AristaNetwor_78:bd:b2","Broadcast","802.11","436","-85 dBm,-85 dBm,-92 dBm","6","""GUEST-N""","-92 dBm","Beacon frame, SN=2787, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"322","55.811591498","AristaNetwor_c5:53:61","Broadcast","802.11","437","-83 dBm,-83 dBm,-86 dBm","12","""MOBILE-S""","-86 dBm","Beacon frame, SN=71, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"323","55.811616714","AristaNetwor_c5:53:62","Broadcast","802.11","436","-84 dBm,-84 dBm,-87 dBm","6","""GUEST-N""","-87 dBm","Beacon frame, SN=121, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"324","55.817899988","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-87 dBm,-87 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=3289, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"325","55.817926359","AristaNetwor_78:be:10","Broadcast","802.11","437","-86 dBm,-86 dBm,-91 dBm","12","""LAPTOP-S""","-91 dBm","Beacon frame, SN=3981, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"326","55.817931552","AristaNetwor_78:be:11","Broadcast","802.11","437","-87 dBm,-87 dBm,-90 dBm","12","""MOBILE-S""","-90 dBm","Beacon frame, SN=1351, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"327","55.818453593","AristaNetwor_78:be:12","Broadcast","802.11","436","-86 dBm,-86 dBm,-90 dBm","6","""GUEST-N""","-90 dBm","Beacon frame, SN=2406, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"328","55.913028207","AristaNetwor_c5:53:60","Broadcast","802.11","437","-83 dBm,-83 dBm,-85 dBm","12","""LAPTOP-S""","-85 dBm","Beacon frame, SN=1318, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"329","55.913062407","AristaNetwor_c5:53:61","Broadcast","802.11","437","-83 dBm,-83 dBm,-85 dBm","12","""MOBILE-S""","-85 dBm","Beacon frame, SN=72, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"330","55.913414828","AristaNetwor_c5:53:62","Broadcast","802.11","436","-83 dBm,-83 dBm,-85 dBm","6","""GUEST-N""","-85 dBm","Beacon frame, SN=122, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"331","55.918629832","AristaNetwor_c5:4d:60","Broadcast","802.11","437","-86 dBm,-86 dBm,-90 dBm","12","""LAPTOP-S""","-90 dBm","Beacon frame, SN=1797, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"332","55.919162715","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-88 dBm,-88 dBm,-88 dBm","6","""GUEST-N""","-88 dBm","Beacon frame, SN=3290, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"333","55.920323499","AristaNetwor_78:be:11","Broadcast","802.11","437","-86 dBm,-86 dBm,-90 dBm","12","""MOBILE-S""","-90 dBm","Beacon frame, SN=1352, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"334","55.920895976","AristaNetwor_78:be:12","Broadcast","802.11","436","-86 dBm,-86 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=2407, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"335","56.022482901","AristaNetwor_c5:4d:62","Broadcast","802.11","436","-86 dBm,-86 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=3291, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"336","56.022631622","AristaNetwor_78:be:11","Broadcast","802.11","437","-86 dBm,-86 dBm,-89 dBm","12","""MOBILE-S""","-89 dBm","Beacon frame, SN=1353, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"337","56.023273860","AristaNetwor_78:be:12","Broadcast","802.11","436","-86 dBm,-86 dBm,-89 dBm","6","""GUEST-N""","-89 dBm","Beacon frame, SN=2408, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"338","56.116978327","42:40:0c:27:31:b0","Broadcast","802.11","260","-85 dBm,-85 dBm,-89 dBm","1","""MKR-new""","-89 dBm","Beacon frame, SN=1851, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"339","56.162403633","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-41 dBm,-41 dBm,-47 dBm","1","""badabing""","-47 dBm","Beacon frame, SN=2850, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"340","56.190615722","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-78 dBm,-78 dBm,-79 dBm","12","""LAPTOP-S""","-79 dBm","Beacon frame, SN=2769, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
"341","56.190906019","AristaNetwor_c5:4b:b1","Broadcast","802.11","437","-78 dBm,-78 dBm,-78 dBm","12","""MOBILE-S""","-78 dBm","Beacon frame, SN=3638, FN=0, Flags=........C, BI=100, SSID=""MOBILE-S"""
"342","56.191454888","AristaNetwor_c5:4b:b2","Broadcast","802.11","436","-77 dBm,-77 dBm,-78 dBm","6","""GUEST-N""","-78 dBm","Beacon frame, SN=1315, FN=0, Flags=........C, BI=100, SSID=""GUEST-N"""
"343","56.220263157","42:40:0c:27:31:b0","Broadcast","802.11","260","-83 dBm,-83 dBm,-92 dBm","1","""MKR-new""","-92 dBm","Beacon frame, SN=1852, FN=0, Flags=........C, BI=100, SSID=""MKR-new"""
"344","56.264878669","2a:b8:02:f0:1e:54","Broadcast","802.11","252","-41 dBm,-41 dBm,-46 dBm","1","""badabing""","-46 dBm","Beacon frame, SN=2851, FN=0, Flags=........C, BI=100, SSID=""badabing"""
"345","56.294038140","AristaNetwor_c5:4b:b0","Broadcast","802.11","437","-79 dBm,-79 dBm,-79 dBm","12","""LAPTOP-S""","-79 dBm","Beacon frame, SN=2770, FN=0, Flags=........C, BI=100, SSID=""LAPTOP-S"""
